Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_state,Geo_county,SE_T001_001,SE_T002_001,SE_T003_002,SE_T003_001,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T009_001,SE_T009_002,SE_T009_003,SE_T009_004,SE_T011_001,SE_T011_002,SE_T011_003,SE_T011_004,SE_T011_005,SE_T011_006,SE_T011_007,SE_T011_008,SE_T011_009,SE_T011_010,SE_T011_011,SE_T011_012,SE_T011_013,SE_T011_014,SE_T011_015,SE_T011_016,SE_T011_017,SE_T023_001,SE_T023_002,SE_T023_003,SE_T023_004,SE_T023_005,SE_T023_006,SE_T023_007,SE_T023_008,SE_T023_009,SE_T023_010,SE_T023_011,SE_T027_001,SE_T027_002,SE_T027_003,SE_T027_004,SE_T027_005,SE_T027_006,SE_T027_007,SE_T031_001,SE_T031_002,SE_T031_003,SE_T043_001,SE_T043_002,SE_T043_003,SE_T043_004,SE_T043_005,SE_T043_006,SE_T043_007,SE_T043_008,SE_T043_009,SE_T043_010,SE_T043_011,SE_T043_012,SE_T043_013,SE_T047_001,SE_T047_002,SE_T047_003,SE_T047_004,SE_T047_005,SE_T047_006,SE_T047_007,SE_T047_008,SE_T050_001,SE_T051_001,SE_T051_002,SE_T051_003,SE_T051_004,SE_T051_005,SE_T056_001,SE_T056_002,SE_T056_003,SE_T064_001,SE_T064_002,SE_T064_003,SE_T064_004,SE_T064_005,SE_T064_006,SE_T064_007,SE_T064_008,SE_T064_009,SE_T064_010,SE_T064_011,SE_T064_012,SE_T064_013,SE_T064_014,SE_T064_015,SE_T064_016,SE_T064_017,SE_T064_018,SE_T064_019,SE_T064_020,SE_T064_021,SE_T064_022,SE_T064_023,SE_T064_024,SE_T064_025,SE_T064_026,SE_T064_027,SE_T064_028,SE_T064_029,SE_T064_030,SE_T064_031,SE_T064_032,SE_T064_033,SE_T064_034
"SLC1","Census Tract SLC1, St Louis County, Missouri","140","29189SLC00100","29","189",3426,19.842945098877,3426,172.655822153834,19.842945098877,3426,1811,1615,3426,3132,292,2,3426,312,299,384,342,230,254,272,278,201,223,176,126,97,97,57,78,1038,43,7,141,148,183,213,25,56,222,0,2524,1229,1171,1038,133,58,1295,1171,1038,133,1859,21,1357,129,273,955,307,176,131,174,44,130,0,1859,21,1357,481,305,174,130,0,875,875,838,37,34,3,838,492,346,157,6,0,2,1,0,1,0,0,1,5,2,61,2,1,35,9,5,1,0,0,1,1,14,0,0,0,3,3,0,3,0,0,0
"SLC2","Census Tract SLC2, St Louis County, Missouri","140","29189SLC00200","29","189",2841,19.637622833252,2841,144.671278398799,19.637622833252,2841,1494,1347,2841,2833,8,0,2841,169,187,273,287,247,239,224,248,182,178,173,165,104,74,48,43,964,37,8,283,132,127,138,26,69,142,2,2279,1012,1006,964,42,6,1267,1006,964,42,1678,11,1359,273,267,819,248,161,87,58,23,35,2,1678,11,1359,306,145,58,35,2,665,665,651,14,12,2,651,414,237,148,5,0,1,4,0,2,0,1,0,1,6,69,2,3,13,6,7,1,0,0,1,0,24,0,0,0,0,1,0,1,0,0,0
"SLC3","Census Tract SLC3, St Louis County, Missouri","140","29189SLC00300","29","189",1119,25.1073036193848,1119,44.5687046671171,25.1073036193848,1119,619,500,1119,1114,5,0,1119,67,111,124,113,104,55,71,72,90,85,66,48,31,41,20,21,442,4,3,170,9,44,43,21,11,134,3,844,450,450,442,8,0,394,450,442,8,600,0,554,84,149,321,31,18,13,15,7,8,0,600,0,554,46,28,15,8,0,284,284,268,16,10,6,268,157,111,45,0,0,0,1,0,1,0,0,0,1,0,27,1,0,2,0,0,1,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0
"SLC4","Census Tract SLC4, St Louis County, Missouri","140","29189SLC00400","29","189",2126,9.85590934753418,2126,215.708152848615,9.85590934753418,2126,1076,1050,2126,2062,64,0,2126,200,241,239,174,137,148,181,172,131,112,90,98,63,61,40,39,648,12,6,140,70,101,168,24,27,98,2,1490,758,713,648,65,45,732,713,648,65,1135,14,904,92,180,632,177,108,69,37,19,18,3,1135,14,904,214,106,37,18,3,569,569,546,23,13,10,546,404,142,70,6,0,0,5,0,1,0,2,0,2,0,26,0,4,3,4,5,0,0,1,1,0,8,0,0,0,1,1,0,0,0,0,0
"SLC5","Census Tract SLC5, St Louis County, Missouri","140","29189SLC00500","29","189",1369,1.49097871780396,1369,918.188827011819,1.49097871780396,1369,672,697,1369,1363,6,0,1369,131,124,150,132,98,86,107,82,84,87,65,55,42,34,46,46,438,24,2,67,68,58,104,37,21,54,3,996,505,481,438,43,24,491,481,438,43,734,7,585,44,114,427,105,61,44,35,12,23,2,734,7,585,140,79,35,23,2,365,365,356,9,5,4,356,214,142,37,0,0,1,2,0,0,1,0,0,1,0,18,1,0,1,1,1,0,0,0,1,1,5,0,0,0,1,2,0,0,0,0,0
"SLC6","Census Tract SLC6, St Louis County, Missouri","140","29189SLC00600","29","189",2008,27.3552532196045,2008,73.4045480727242,27.3552532196045,2008,1145,863,2008,1565,443,0,2008,144,172,210,242,246,129,129,99,108,128,108,106,56,54,42,35,638,32,4,187,32,66,62,35,47,170,3,1521,752,683,638,45,69,769,683,638,45,994,24,783,128,217,438,120,70,50,63,21,42,4,994,24,783,183,113,63,42,4,476,476,447,29,19,10,447,290,157,65,1,0,0,8,0,0,0,1,1,1,2,25,0,0,3,0,0,0,0,0,1,0,14,2,0,4,0,0,0,1,0,1,0
"SLC7","Census Tract SLC7, St Louis County, Missouri","140","29189SLC00700","29","189",4643,23.4079971313477,4643,198.351015422082,23.4079971313477,4643,2406,2237,4643,4611,25,7,4643,377,512,532,420,295,359,403,396,324,261,202,165,151,100,73,73,1461,59,17,258,172,265,348,41,76,215,10,3322,1754,1649,1461,188,105,1568,1649,1461,188,2507,41,1798,217,350,1231,511,284,227,140,74,66,17,2507,41,1798,651,367,140,66,17,1218,1218,1150,68,46,22,1150,717,433,128,2,5,0,2,0,4,2,2,0,3,0,38,3,1,19,9,5,16,3,0,2,2,8,0,0,0,0,1,0,0,0,1,0
"SLC8","Census Tract SLC8, St Louis County, Missouri","140","29189SLC00800","29","189",169,0.116084851324558,169,1455.83164445374,0.116084851324558,169,81,88,169,95,74,0,169,12,13,14,17,14,11,16,9,15,14,8,8,6,5,2,5,49,1,1,7,7,10,10,3,7,3,0,131,75,58,49,9,17,56,58,49,9,99,3,73,6,21,46,14,5,9,9,3,6,0,99,3,73,23,18,9,6,0,49,49,49,0,0,0,49,23,26,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC9","Census Tract SLC9, St Louis County, Missouri","140","29189SLC00900","29","189",4762,2.25268840789795,4762,2113.91863308941,2.25268840789795,4762,2310,2452,4762,1154,3607,1,4762,493,508,453,434,318,346,314,370,343,308,239,192,134,135,96,79,1127,36,5,82,79,133,199,209,160,220,4,3397,1778,1454,1127,327,324,1619,1454,1127,327,2556,113,1925,557,537,831,403,287,116,109,67,42,6,2556,113,1925,512,225,109,42,6,1371,1371,1335,36,34,2,1335,889,446,26,0,0,0,3,1,1,1,1,0,2,0,10,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"SLC10","Census Tract SLC10, St Louis County, Missouri","140","29189SLC01000","29","189",2326,1.8133772611618,2326,1282.68951520312,1.8133772611618,2326,1164,1162,2326,2305,21,0,2326,179,184,201,177,179,206,238,205,165,155,119,84,65,69,48,52,857,91,22,117,224,146,150,30,32,38,7,1794,890,878,857,21,12,904,878,857,21,1406,8,687,69,87,531,460,204,256,244,117,127,7,1406,8,687,704,500,244,127,7,641,641,627,14,14,0,627,453,174,87,9,1,1,8,0,0,0,0,0,0,1,42,2,2,4,4,1,1,0,0,0,1,2,0,0,0,1,3,0,1,1,1,1
"SLC11","Census Tract SLC11, St Louis County, Missouri","140","29189SLC01100","29","189",3398,1.48998379707336,3398,2280.56171260008,1.48998379707336,3398,1669,1729,3398,3381,17,0,3398,273,293,288,280,247,285,342,338,259,215,181,117,104,77,42,57,1252,144,34,170,318,235,206,59,48,34,4,2589,1368,1344,1252,92,24,1221,1344,1252,92,2017,3,933,44,121,768,699,313,386,380,165,215,2,2017,3,933,1079,766,380,215,2,959,959,913,46,42,4,913,613,300,132,17,2,2,5,0,0,1,0,1,1,1,63,4,0,7,3,0,4,0,0,0,0,3,0,0,0,0,14,0,1,0,0,3
"SLC12","Census Tract SLC12, St Louis County, Missouri","140","29189SLC01200","29","189",719,2.42693734169006,719,296.258163591197,2.42693734169006,719,364,355,719,719,0,0,719,57,57,62,76,55,59,88,53,61,53,34,23,14,11,6,10,263,15,1,33,54,51,61,10,5,30,3,550,286,278,263,15,8,264,278,263,15,412,2,265,20,34,211,106,52,54,37,21,16,2,412,2,265,143,91,37,16,2,198,198,192,6,6,0,192,126,66,23,0,2,1,0,0,0,0,0,0,0,1,6,0,0,3,1,0,0,0,0,0,5,1,0,0,0,2,1,0,0,0,0,0
"SLC13","Census Tract SLC13, St Louis County, Missouri","140","29189SLC01300","29","189",4409,3.19921278953552,4409,1378.15152978309,3.19921278953552,4409,2228,2181,4409,4405,4,0,4409,344,359,407,386,297,368,402,372,319,291,254,165,150,117,83,95,1579,73,19,156,384,308,418,43,64,112,2,3375,1771,1707,1579,128,64,1604,1707,1579,128,2616,30,1762,199,367,1196,620,367,253,140,68,72,64,2616,30,1762,760,393,140,72,64,1198,1198,1136,62,50,12,1136,795,341,214,10,2,2,3,1,1,1,2,0,5,3,94,1,2,15,8,4,5,0,0,1,0,39,3,3,2,0,7,0,0,0,0,0
"SLC14","Census Tract SLC14, St Louis County, Missouri","140","29189SLC01400","29","189",6062,1.44102191925049,6062,4206.73684349853,1.44102191925049,6062,3037,3025,6062,6061,1,0,6062,555,559,615,586,446,544,639,521,463,333,275,185,127,106,58,50,2085,49,17,123,436,511,677,25,124,121,2,4444,2409,2294,2085,209,115,2035,2294,2085,209,3301,18,2342,191,360,1791,782,462,320,152,93,59,7,3301,18,2342,934,472,152,59,7,1689,1689,1616,73,69,4,1616,1040,576,296,13,4,2,11,0,5,1,2,2,2,8,90,14,7,29,16,8,8,0,0,1,0,63,1,0,3,0,5,0,0,1,0,0
"SLC15","Census Tract SLC15, St Louis County, Missouri","140","29189SLC01500","29","189",6576,1.10760283470154,6576,5937.14623506901,1.10760283470154,6576,3202,3374,6576,6571,5,0,6576,562,534,599,523,462,577,705,618,507,429,289,248,179,133,99,112,2437,123,44,214,678,456,617,37,136,116,16,4997,2726,2664,2437,227,62,2271,2664,2437,227,3896,16,2498,200,352,1946,1049,561,488,306,166,140,27,3896,16,2498,1355,794,306,140,27,1805,1805,1750,55,53,2,1750,1139,611,250,11,13,3,21,0,1,1,1,0,3,6,105,7,5,9,2,3,14,0,0,0,5,29,0,0,2,0,5,0,1,0,0,3
"SLC16","Census Tract SLC16, St Louis County, Missouri","140","29189SLC01600","29","189",7973,0.932222068309784,7973,8552.68317607615,0.932222068309784,7973,3952,4021,7973,7966,6,1,7973,609,595,643,619,498,700,873,823,698,557,489,321,214,154,77,103,2999,136,39,317,853,665,689,42,116,110,32,6258,3305,3247,2999,248,58,2953,3247,2999,248,5009,14,3105,248,479,2378,1444,784,660,394,220,174,52,5009,14,3105,1838,1054,394,174,52,2398,2398,2307,91,87,4,2307,1623,684,264,19,4,1,17,1,6,3,1,2,5,9,103,10,0,14,12,3,8,0,0,3,2,30,0,1,1,1,6,0,2,0,0,0
"SLC17","Census Tract SLC17, St Louis County, Missouri","140","29189SLC01700","29","189",2987,1.07621073722839,2987,2775.47872054551,1.07621073722839,2987,1447,1540,2987,2983,4,0,2987,203,289,311,228,182,194,291,261,285,208,172,127,83,61,45,47,1060,189,34,248,322,102,71,47,30,17,0,2240,1111,1106,1060,46,5,1129,1106,1060,46,1774,5,657,36,88,533,654,272,382,448,175,273,10,1774,5,657,1102,830,448,273,10,1328,1328,747,581,579,2,747,500,247,98,5,3,0,10,3,1,0,0,0,0,1,37,1,2,1,3,0,5,0,0,4,1,14,0,0,0,1,6,0,0,0,0,0
"SLC18","Census Tract SLC18, St Louis County, Missouri","140","29189SLC01800","29","189",3991,2.83101367950439,3991,1409.74239329662,2.83101367950439,3991,1751,2240,3991,3887,87,17,3991,226,305,319,322,267,262,301,314,349,344,258,197,162,126,121,118,1443,162,54,223,331,185,218,54,144,66,6,3211,1602,1564,1443,121,38,1609,1564,1443,121,2552,18,1355,97,189,1069,746,339,407,335,137,198,98,2552,18,1355,1081,742,335,198,98,977,977,928,49,44,5,928,624,304,257,17,3,1,58,0,0,1,0,1,9,6,79,0,7,12,5,0,4,0,0,2,1,24,3,0,1,1,16,0,6,0,0,0
"SLC19","Census Tract SLC19, St Louis County, Missouri","140","29189SLC01900","29","189",2420,0.98146778345108,2420,2465.69478978789,0.98146778345108,2420,1233,1187,2420,2420,0,0,2420,200,199,204,170,171,179,280,248,187,160,144,92,73,45,38,30,897,26,15,63,225,215,261,14,40,36,2,1852,1017,988,897,91,29,835,988,897,91,1476,10,901,68,140,693,463,243,220,92,56,36,10,1476,10,901,555,312,92,36,10,726,726,697,29,29,0,697,475,222,82,5,4,0,8,1,3,0,0,0,1,2,30,1,0,6,0,0,2,0,0,0,4,8,0,1,1,2,0,0,0,0,0,3
"SLC20","Census Tract SLC20, St Louis County, Missouri","140","29189SLC02000","29","189",1941,0.768439292907715,1941,2525.89894597322,0.768439292907715,1941,996,945,1941,1940,1,0,1941,151,203,199,180,120,151,170,187,159,120,76,74,48,39,35,29,637,25,3,72,158,137,152,12,23,54,1,1429,730,704,637,67,26,699,704,637,67,1088,3,775,85,116,574,252,161,91,55,31,24,3,1088,3,775,307,146,55,24,3,519,519,508,11,10,1,508,352,156,54,5,1,0,2,0,0,1,0,1,0,2,24,0,1,5,0,1,2,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0
"SLC21","Census Tract SLC21, St Louis County, Missouri","140","29189SLC02100","29","189",1881,0.37879267334938,1881,4965.77714496884,0.37879267334938,1881,951,930,1881,1881,0,0,1881,179,180,140,129,115,187,243,185,135,126,79,61,37,40,20,25,689,26,17,50,193,153,170,8,21,46,5,1407,740,725,689,36,15,667,725,689,36,1138,5,673,45,66,562,383,216,167,76,39,37,1,1138,5,673,459,243,76,37,1,551,551,532,19,19,0,532,401,131,63,6,2,0,3,0,2,1,0,0,2,1,20,3,0,5,0,3,1,0,0,0,1,6,0,0,0,0,5,0,1,0,0,1
"SLC22","Census Tract SLC22, St Louis County, Missouri","140","29189SLC02200","29","189",2174,0.852352917194366,2174,2550.58668322039,0.852352917194366,2174,1109,1065,2174,2174,0,0,2174,202,185,228,180,171,188,205,184,163,121,113,75,53,38,47,21,686,11,3,54,116,162,218,13,44,62,3,1601,800,748,686,62,52,801,748,686,62,1208,19,908,149,178,581,235,147,88,45,23,22,1,1208,19,908,280,133,45,22,1,654,654,608,46,35,11,608,411,197,62,1,3,1,4,0,2,1,1,0,1,0,21,1,0,6,2,1,1,0,0,0,0,6,0,1,0,0,7,2,0,0,0,0
"SLC23","Census Tract SLC23, St Louis County, Missouri","140","29189SLC02300","29","189",5649,1.8705290555954,5649,3020.00120399194,1.8705290555954,5649,2822,2827,5649,5612,37,0,5649,419,471,562,576,465,456,436,432,425,398,293,219,156,140,112,89,1963,103,24,161,480,404,484,66,121,107,13,4303,2252,2164,1963,201,88,2051,2164,1963,201,3156,11,2060,186,322,1552,832,469,363,238,130,108,15,3156,11,2060,1070,601,238,108,15,1542,1542,1466,76,63,13,1466,886,580,168,15,4,0,14,0,2,6,1,0,11,7,52,9,1,8,1,2,7,0,0,2,4,6,0,0,2,1,9,0,1,0,1,2
"SLC24","Census Tract SLC24, St Louis County, Missouri","140","29189SLC02400","29","189",1642,0.830326557159424,1642,1977.53520689178,0.830326557159424,1642,841,801,1642,1641,1,0,1642,177,174,182,128,122,146,173,134,109,90,65,55,28,27,21,11,504,9,5,35,96,126,149,17,23,43,1,1144,615,583,504,79,32,529,583,504,79,859,15,587,66,104,417,219,134,85,34,24,10,4,859,15,587,253,119,34,10,4,461,461,425,36,36,0,425,282,143,32,6,1,0,2,0,0,0,0,0,0,1,13,0,2,2,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"SLC25","Census Tract SLC25, St Louis County, Missouri","140","29189SLC02500","29","189",2699,5.514732837677,2699,489.416274449464,5.514732837677,2699,1398,1301,2699,2546,153,0,2699,262,274,276,245,200,205,216,201,171,168,132,108,100,64,44,33,797,16,6,64,90,160,194,24,30,208,5,1945,1008,926,797,129,82,937,926,797,129,1442,24,1163,151,222,790,207,129,78,46,31,15,2,1442,24,1163,253,124,46,15,2,724,724,710,14,13,1,710,448,262,81,5,0,0,0,1,2,0,0,0,4,2,25,3,2,7,2,1,4,1,0,1,0,12,4,2,0,0,1,0,1,0,1,0
"SLC26","Census Tract SLC26, St Louis County, Missouri","140","29189SLC02600","29","189",4000,1.53767430782318,4000,2601.33110090304,1.53767430782318,4000,2014,1986,4000,3998,2,0,4000,333,365,371,331,262,326,408,431,357,310,156,125,94,63,45,23,1466,108,21,151,466,308,262,23,63,57,7,3009,1592,1560,1466,94,32,1417,1560,1466,94,2338,5,1330,71,180,1079,713,380,333,270,142,128,20,2338,5,1330,983,603,270,128,20,1135,1135,1090,45,43,2,1090,756,334,132,14,6,0,4,0,0,0,0,0,6,5,55,2,2,1,5,4,6,1,0,1,3,9,0,0,1,2,4,0,1,0,0,0
"SLC27","Census Tract SLC27, St Louis County, Missouri","140","29189SLC02700","29","189",3520,1.28254950046539,3520,2744.53344586132,1.28254950046539,3520,1726,1794,3520,3518,2,0,3520,265,331,340,289,236,255,289,295,260,274,183,164,126,97,58,58,1284,95,25,149,362,219,269,41,60,60,4,2654,1431,1399,1284,115,32,1223,1399,1284,115,2059,10,1170,71,178,921,650,340,310,223,107,116,6,2059,10,1170,873,533,223,116,6,966,966,934,32,30,2,934,620,314,115,3,5,0,14,2,2,1,1,0,3,5,32,3,2,13,0,0,3,0,0,0,0,15,0,3,0,1,6,0,1,0,0,0
