Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_state,Geo_county,SE_T001_001,SE_T002_001,SE_T003_002,SE_T003_001,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T009_001,SE_T009_002,SE_T009_003,SE_T009_004,SE_T011_001,SE_T011_002,SE_T011_003,SE_T011_004,SE_T011_005,SE_T011_006,SE_T011_007,SE_T011_008,SE_T011_009,SE_T011_010,SE_T011_011,SE_T011_012,SE_T011_013,SE_T011_014,SE_T011_015,SE_T011_016,SE_T011_017,SE_T023_001,SE_T023_002,SE_T023_003,SE_T023_004,SE_T023_005,SE_T023_006,SE_T023_007,SE_T023_008,SE_T023_009,SE_T023_010,SE_T023_011,SE_T027_001,SE_T027_002,SE_T027_003,SE_T027_004,SE_T027_005,SE_T027_006,SE_T027_007,SE_T031_001,SE_T031_002,SE_T031_003,SE_T043_001,SE_T043_002,SE_T043_003,SE_T043_004,SE_T043_005,SE_T043_006,SE_T043_007,SE_T043_008,SE_T043_009,SE_T043_010,SE_T043_011,SE_T043_012,SE_T043_013,SE_T047_001,SE_T047_002,SE_T047_003,SE_T047_004,SE_T047_005,SE_T047_006,SE_T047_007,SE_T047_008,SE_T050_001,SE_T051_001,SE_T051_002,SE_T051_003,SE_T051_004,SE_T051_005,SE_T056_001,SE_T056_002,SE_T056_003,SE_T064_001,SE_T064_002,SE_T064_003,SE_T064_004,SE_T064_005,SE_T064_006,SE_T064_007,SE_T064_008,SE_T064_009,SE_T064_010,SE_T064_011,SE_T064_012,SE_T064_013,SE_T064_014,SE_T064_015,SE_T064_016,SE_T064_017,SE_T064_018,SE_T064_019,SE_T064_020,SE_T064_021,SE_T064_022,SE_T064_023,SE_T064_024,SE_T064_025,SE_T064_026,SE_T064_027,SE_T064_028,SE_T064_029,SE_T064_030,SE_T064_031,SE_T064_032,SE_T064_033,SE_T064_034
"SLC58","Census Tract SLC58, St Louis County, Missouri","140","29189SLC05800","29","189",2889,0.761158466339111,2889,3795.53027097631,0.761158466339111,2889,1273,1616,2889,2856,29,4,2889,115,171,264,304,233,151,161,210,262,272,196,175,136,103,62,74,1186,281,23,250,316,50,34,157,50,22,3,2404,1227,1217,1186,31,10,1177,1217,1186,31,1802,4,399,37,32,330,610,191,419,785,302,483,4,1802,4,399,1395,1204,785,483,4,735,735,708,27,24,3,708,501,207,100,18,2,0,4,0,3,11,0,3,1,1,29,2,0,7,1,0,6,0,0,0,1,2,0,0,0,0,6,0,0,2,0,1
"SLC59","Census Tract SLC59, St Louis County, Missouri","140","29189SLC05900","29","189",2998,0.802495777606964,2998,3735.84520150375,0.802495777606964,2998,1443,1555,2998,2114,884,0,2998,184,240,309,296,233,201,209,209,218,241,182,146,112,101,64,53,1089,130,15,150,260,86,82,190,98,72,6,2322,1213,1171,1089,82,42,1109,1171,1089,82,1736,25,736,106,139,491,561,237,324,413,168,245,1,1736,25,736,974,737,413,245,1,830,830,789,41,36,5,789,459,330,65,13,2,0,1,2,6,5,0,0,6,0,11,0,1,4,0,1,7,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0
"SLC60","Census Tract SLC60, St Louis County, Missouri","140","29189SLC06000","29","189",3543,0.987538754940033,3543,3587.70729986708,0.987538754940033,3543,1627,1916,3543,3496,47,0,3543,178,181,268,347,278,189,252,269,346,392,284,181,138,88,81,71,1404,220,24,403,388,66,46,203,27,16,11,2981,1473,1464,1404,60,9,1508,1464,1404,60,2291,6,516,33,41,442,858,253,605,908,384,524,3,2291,6,516,1766,1513,908,524,3,988,988,960,28,23,5,960,773,187,112,11,10,0,0,0,3,2,3,0,3,7,30,2,1,7,4,0,1,0,0,1,1,2,0,2,1,2,16,0,1,0,0,2
"SLC61","Census Tract SLC61, St Louis County, Missouri","140","29189SLC06100","29","189",3646,1.30081677436829,3646,2802.85438490798,1.30081677436829,3646,1658,1988,3646,3637,9,0,3646,249,276,346,414,255,227,280,307,289,287,184,149,131,115,65,72,1296,200,20,243,357,123,145,87,72,46,3,2849,1399,1380,1296,84,19,1450,1380,1296,84,2106,13,837,58,119,660,714,296,418,540,232,308,2,2106,13,837,1254,958,540,308,2,928,928,901,27,24,3,901,592,309,146,10,2,3,12,2,5,4,6,3,5,2,42,2,2,10,8,1,0,0,0,1,0,8,0,0,0,1,11,0,2,4,0,0
"SLC62","Census Tract SLC62, St Louis County, Missouri","140","29189SLC06200","29","189",1013,0.318449437618256,1013,3181.03874692454,0.318449437618256,1013,486,527,1013,469,544,0,1013,81,99,102,104,76,93,71,86,74,69,46,36,26,27,13,10,292,7,0,16,49,40,59,44,43,33,1,742,367,314,292,22,53,375,314,292,22,551,4,371,82,62,227,141,64,77,35,19,16,0,551,4,371,176,112,35,16,0,269,269,261,8,8,0,261,142,119,13,0,0,0,1,0,1,2,0,0,0,0,2,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"SLC63","Census Tract SLC63, St Louis County, Missouri","140","29189SLC06300","29","189",1821,0.93930596113205,1821,1938.66543528089,0.93930596113205,1821,920,901,1821,1821,0,0,1821,165,164,160,140,129,165,198,179,140,108,82,60,45,38,24,24,663,38,9,107,165,108,120,37,35,41,3,1365,730,710,663,47,20,635,710,663,47,1063,8,619,74,96,449,298,152,146,138,83,55,0,1063,8,619,436,284,138,55,0,513,513,491,22,22,0,491,313,178,70,5,0,0,0,0,3,0,1,0,0,5,29,0,2,12,2,0,1,1,0,0,0,6,0,0,0,1,1,0,0,1,0,0
"SLC64","Census Tract SLC64, St Louis County, Missouri","140","29189SLC06400","29","189",153,0.58664458990097,153,260.805268869568,0.58664458990097,153,71,82,153,153,0,0,153,19,9,10,8,9,12,22,14,14,10,14,2,4,1,3,2,59,7,3,15,18,5,2,4,2,3,0,118,63,63,59,4,0,55,63,59,4,98,0,42,2,5,35,32,11,21,24,8,16,0,98,0,42,56,45,24,16,0,56,56,43,13,13,0,43,38,5,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SLC65","Census Tract SLC65, St Louis County, Missouri","140","29189SLC06500","29","189",2526,1.2793710231781,2526,1974.40770053173,1.2793710231781,2526,1217,1309,2526,2490,36,0,2526,167,197,206,183,142,181,258,263,244,204,143,93,91,63,42,49,971,169,15,230,296,69,55,84,34,15,4,1994,1004,998,971,27,6,990,998,971,27,1631,7,482,24,36,422,613,175,438,528,241,287,1,1631,7,482,1141,966,528,287,1,774,774,724,50,49,1,724,572,152,99,13,2,1,6,0,0,3,2,3,2,4,38,0,3,7,1,2,4,0,0,1,0,1,0,0,0,0,4,0,0,0,1,1
"SLC66","Census Tract SLC66, St Louis County, Missouri","140","29189SLC06600","29","189",168,0.802730858325958,168,209.285588385568,0.802730858325958,168,73,95,168,157,6,5,168,9,12,13,15,18,21,12,16,11,14,10,6,2,3,4,2,87,3,0,17,7,0,6,41,8,5,0,139,87,87,87,0,0,52,87,87,0,101,0,43,2,7,34,32,10,22,26,16,10,0,101,0,43,58,48,26,10,0,35,35,34,1,1,0,34,19,15,13,0,0,0,0,0,0,0,0,0,1,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC67","Census Tract SLC67, St Louis County, Missouri","140","29189SLC06700","29","189",1572,1.27923727035522,1572,1228.85725457599,1.27923727035522,1572,749,823,1572,1558,14,0,1572,131,115,113,106,101,118,185,168,135,98,71,48,51,38,44,50,597,59,13,126,134,83,83,37,33,29,0,1234,645,634,597,37,11,589,634,597,37,1006,5,498,42,59,397,296,132,164,205,98,107,2,1006,5,498,501,369,205,107,2,468,468,438,30,26,4,438,311,127,61,4,0,0,7,0,6,0,2,0,1,0,25,1,1,2,0,1,1,0,0,1,0,5,0,0,0,0,3,0,0,0,1,0
"SLC68","Census Tract SLC68, St Louis County, Missouri","140","29189SLC06800","29","189",2477,0.678494155406952,2477,3650.73152106127,0.678494155406952,2477,1172,1305,2477,2378,99,0,2477,152,185,237,215,180,154,228,219,217,172,141,96,85,81,39,76,902,151,18,152,234,111,80,68,45,41,2,1952,995,966,902,64,29,957,966,902,64,1508,16,591,65,99,427,507,194,313,386,190,196,8,1508,16,591,893,699,386,196,8,715,715,682,33,32,1,682,390,292,68,6,1,0,2,0,2,3,0,0,0,4,26,3,2,6,3,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"SLC69","Census Tract SLC69, St Louis County, Missouri","140","29189SLC06900","29","189",1797,0.722091317176819,1797,2488.60491360813,0.722091317176819,1797,829,968,1797,1775,22,0,1797,86,123,144,125,113,115,148,195,168,128,139,76,67,54,57,59,706,143,11,155,203,47,32,77,16,21,1,1478,736,733,706,27,3,742,733,706,27,1206,6,286,17,34,235,462,158,304,444,207,237,8,1206,6,286,906,748,444,237,8,515,515,495,20,17,3,495,317,178,69,10,1,2,4,0,2,2,2,1,0,0,32,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0
"SLC70","Census Tract SLC70, St Louis County, Missouri","140","29189SLC07000","29","189",1837,0.762910127639771,1837,2407.88519308711,0.762910127639771,1837,897,940,1837,1545,292,0,1837,128,140,148,175,140,147,182,173,135,113,87,86,58,50,37,38,665,67,6,105,160,63,69,94,45,48,8,1442,761,728,665,63,33,681,728,665,63,1106,13,496,89,84,323,356,180,176,230,113,117,11,1106,13,496,586,406,230,117,11,553,553,536,17,14,3,536,289,247,26,1,1,0,1,0,2,0,1,0,0,2,5,0,2,2,2,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"SLC71","Census Tract SLC71, St Louis County, Missouri","140","29189SLC07100","29","189",3461,1.54676413536072,3461,2237.57450853544,1.54676413536072,3461,1750,1711,3461,3115,346,0,3461,244,243,329,367,268,263,276,276,231,231,189,143,122,97,69,113,1228,125,30,125,322,174,161,101,119,65,6,2737,1402,1336,1228,108,66,1335,1336,1228,108,2010,37,1019,132,159,728,629,332,297,322,141,181,3,2010,37,1019,951,619,322,181,3,921,921,893,28,26,2,893,498,395,116,7,1,0,3,0,1,1,1,1,3,4,55,2,2,4,2,0,6,0,0,1,3,2,0,1,0,1,12,0,0,2,1,0
"SLC72","Census Tract SLC72, St Louis County, Missouri","140","29189SLC07200","29","189",988,1.5774998664856,988,626.307501503057,1.5774998664856,988,501,487,988,986,2,0,988,72,92,99,78,62,70,83,111,84,60,55,35,35,26,17,9,355,30,3,45,100,72,43,20,26,13,3,746,371,368,355,13,3,375,368,355,13,585,5,260,28,38,194,211,89,122,107,54,53,2,585,5,260,318,229,107,53,2,322,322,279,43,31,12,279,187,92,26,2,2,0,1,0,0,2,0,2,0,0,12,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"SLC73","Census Tract SLC73, St Louis County, Missouri","140","29189SLC07300","29","189",1910,34.381908416748,1910,55.5524718653955,34.381908416748,1910,1018,892,1910,1820,88,2,1910,188,136,183,153,133,161,152,136,113,128,118,81,74,81,37,36,667,11,3,192,43,84,55,43,26,207,3,1436,780,733,667,66,47,656,733,667,66,1117,15,920,109,190,621,134,80,54,43,20,23,5,1117,15,920,177,97,43,23,5,524,524,501,23,15,8,501,254,247,52,2,1,0,0,1,2,0,0,0,2,3,15,2,0,5,1,0,1,0,0,0,1,11,0,0,0,0,1,0,4,0,0,0
"SLC74","Census Tract SLC74, St Louis County, Missouri","140","29189SLC07400","29","189",1863,28.2566967010498,1863,65.9312735565012,28.2566967010498,1863,925,938,1863,1806,57,0,1863,131,130,150,122,122,140,166,151,126,113,97,107,77,91,61,79,646,32,2,174,57,79,71,66,36,124,5,1483,699,680,646,34,19,784,680,646,34,1208,9,916,97,175,644,187,83,104,92,42,50,4,1208,9,916,279,196,92,50,4,540,540,520,20,10,10,520,318,202,53,1,0,0,1,0,0,1,0,0,2,3,32,2,2,2,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SLC75","Census Tract SLC75, St Louis County, Missouri","140","29189SLC07500","29","189",2439,24.3625411987305,2439,100.112709101426,24.3625411987305,2439,1263,1176,2439,2379,60,0,2439,188,186,214,214,160,171,190,180,151,169,137,115,119,75,62,108,791,33,7,196,107,116,110,40,63,117,2,1901,922,864,791,73,58,979,864,791,73,1477,21,1044,139,208,697,254,138,116,115,61,54,43,1477,21,1044,369,231,115,54,43,1143,1143,658,485,120,365,658,369,289,84,5,1,0,3,0,1,7,0,0,2,1,38,2,0,9,6,0,2,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0
"SLC76","Census Tract SLC76, St Louis County, Missouri","140","29189SLC07600","29","189",2091,1.79388046264648,2091,1165.62950739492,1.79388046264648,2091,1082,1009,2091,2048,43,0,2091,219,226,206,179,176,186,175,131,120,99,91,87,66,53,40,37,597,39,1,46,73,106,138,24,50,120,0,1473,762,694,597,97,68,711,694,597,97,1085,34,821,158,185,478,162,96,66,66,38,28,2,1085,34,821,228,132,66,28,2,707,707,566,141,90,51,566,198,368,42,2,0,1,0,0,0,1,0,0,1,0,6,1,10,2,0,0,1,3,0,1,0,7,0,0,0,0,2,0,0,0,1,3
"SLC77","Census Tract SLC77, St Louis County, Missouri","140","29189SLC07700","29","189",3660,34.1042976379395,3660,107.317852983092,34.1042976379395,3660,1949,1711,3660,2816,844,0,3660,321,301,313,380,299,313,282,253,246,251,196,142,114,89,73,87,1249,65,7,255,137,159,158,121,97,238,12,2782,1442,1396,1249,147,46,1340,1396,1249,147,2046,45,1391,156,213,1022,396,145,251,180,68,112,34,2046,45,1391,576,431,180,112,34,1488,1488,976,512,236,276,976,563,413,103,5,0,0,2,0,4,0,1,2,2,2,38,1,10,6,6,4,1,0,1,3,3,6,0,0,1,1,3,0,0,0,0,1
"SLC78","Census Tract SLC78, St Louis County, Missouri","140","29189SLC07800","29","189",789,0.614755153656006,789,1283.43779683301,0.614755153656006,789,334,455,789,768,21,0,789,56,56,47,48,46,54,71,70,52,58,53,34,32,30,31,51,324,64,6,40,65,35,39,24,38,13,0,640,343,338,324,14,5,297,338,324,14,536,5,222,16,29,177,158,58,100,151,70,81,0,536,5,222,309,251,151,81,0,201,201,184,17,17,0,184,132,52,41,4,1,1,4,1,0,0,0,1,2,0,11,0,2,3,2,0,0,0,0,2,2,0,0,0,0,0,3,0,1,0,1,0
"SLC79","Census Tract SLC79, St Louis County, Missouri","140","29189SLC07900","29","189",1791,5.45001173019409,1791,328.623145905819,5.45001173019409,1791,905,886,1791,1769,22,0,1791,151,153,126,145,124,172,157,132,155,117,107,78,59,46,38,31,692,36,13,134,124,107,81,46,53,97,1,1389,740,726,692,34,14,649,726,692,34,1092,14,664,60,107,497,290,131,159,124,54,70,0,1092,14,664,414,283,124,70,0,521,521,475,46,38,8,475,317,158,85,6,4,0,0,0,0,1,0,2,3,0,37,2,0,12,10,0,2,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0
"SLC80","Census Tract SLC80, St Louis County, Missouri","140","29189SLC08000","29","189",1103,2.35416722297668,1103,468.530862733418,2.35416722297668,1103,653,450,1103,1103,0,0,1103,82,93,69,71,166,160,96,117,84,41,34,36,27,13,9,5,361,36,2,55,66,56,51,5,31,59,0,874,379,373,361,12,6,495,373,361,12,622,1,343,25,55,263,133,70,63,145,16,129,0,622,1,343,278,208,145,129,0,256,256,232,24,24,0,232,155,77,59,1,1,0,2,0,0,0,0,0,2,1,37,1,1,3,0,4,0,0,0,1,2,1,0,0,0,0,0,0,2,0,0,0
"SLC81","Census Tract SLC81, St Louis County, Missouri","140","29189SLC08100","29","189",5066,1.70896065235138,5066,2964.37486318344,1.70896065235138,5066,2529,2537,5066,5065,1,0,5066,379,454,482,444,349,430,467,511,367,326,270,197,165,107,64,54,1797,30,21,146,365,411,553,29,95,137,10,3832,1987,1922,1797,125,65,1845,1922,1797,125,2958,43,2312,304,457,1551,501,321,180,94,55,39,8,2958,43,2312,595,274,94,39,8,1442,1442,1400,42,42,0,1400,931,469,524,6,0,0,0,0,1,1,0,1,10,3,109,2,33,105,69,122,2,14,0,34,3,6,0,0,0,0,1,0,1,0,1,0
"SLC82","Census Tract SLC82, St Louis County, Missouri","140","29189SLC08200","29","189",2494,2.28033232688904,2494,1093.70023421212,2.28033232688904,2494,1256,1238,2494,2494,0,0,2494,225,210,187,163,135,241,376,285,187,153,96,83,58,42,23,30,977,41,17,134,272,197,200,15,34,64,3,1903,1030,1022,977,45,8,873,1022,977,45,1574,4,1028,73,167,788,449,279,170,93,55,38,0,1574,4,1028,542,263,93,38,0,765,765,734,31,29,2,734,597,137,132,2,0,0,3,0,0,1,0,1,1,0,87,1,1,2,5,11,2,1,0,7,0,6,0,0,0,1,0,0,0,0,0,0
"SLC83","Census Tract SLC83, St Louis County, Missouri","140","29189SLC08300","29","189",1888,8.90001773834229,1888,212.134408661489,8.90001773834229,1888,973,915,1888,1885,2,1,1888,122,131,127,118,134,164,175,168,131,147,142,115,86,38,42,48,775,25,9,182,127,124,109,30,31,137,1,1530,812,803,775,28,9,718,803,775,28,1256,23,926,122,193,611,232,122,110,75,36,39,0,1256,23,926,307,185,75,39,0,580,580,552,28,24,4,552,377,175,131,3,0,1,0,0,0,0,0,3,4,0,60,0,2,10,9,4,0,0,0,3,1,27,0,0,0,0,2,0,1,0,0,1
"SLC84","Census Tract SLC84, St Louis County, Missouri","140","29189SLC08400","29","189",1910,16.261116027832,1910,117.458112759967,16.261116027832,1910,1004,906,1910,1909,1,0,1910,132,160,166,153,126,126,129,147,157,147,154,86,81,45,51,50,737,25,6,235,85,121,88,17,30,124,6,1483,795,783,737,46,12,688,783,737,46,1173,13,967,122,280,565,139,87,52,47,25,22,7,1173,13,967,186,99,47,22,7,787,787,551,236,165,71,551,392,159,101,1,0,0,0,0,0,0,2,8,3,3,56,1,2,9,7,2,1,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0
"SLC85","Census Tract SLC85, St Louis County, Missouri","140","29189SLC08500","29","189",4439,24.1873722076416,4439,183.525517443254,24.1873722076416,4439,2279,2160,4439,4285,151,3,4439,270,274,273,323,314,403,473,397,356,360,270,228,183,150,84,81,1683,117,16,333,194,225,245,37,237,273,6,3674,1833,1795,1683,112,38,1841,1795,1683,112,2985,43,2137,318,461,1358,582,309,273,192,91,101,31,2985,43,2137,774,465,192,101,31,1277,1277,1091,186,134,52,1091,766,325,290,4,6,0,16,2,4,1,7,6,20,0,109,7,10,18,15,4,7,0,0,19,2,22,1,2,0,0,4,0,4,0,0,0
"SLC86","Census Tract SLC86, St Louis County, Missouri","140","29189SLC08600","29","189",3280,1.87515330314636,3280,1749.1903165978,1.87515330314636,3280,1691,1589,3280,3279,1,0,3280,274,255,286,252,237,339,361,293,232,217,180,108,101,63,48,34,1184,43,14,131,255,239,297,19,67,113,6,2521,1377,1339,1184,155,38,1144,1339,1184,155,1976,9,1548,102,309,1137,341,198,143,72,28,44,6,1976,9,1548,413,215,72,44,6,966,966,941,25,22,3,941,574,367,185,5,4,0,0,0,2,0,4,0,19,3,73,2,5,30,16,4,0,2,0,5,4,5,0,0,0,0,2,0,0,0,0,0
"SLC87","Census Tract SLC87, St Louis County, Missouri","140","29189SLC08700","29","189",9217,1.70657241344452,9217,5400.88420941749,1.70657241344452,9217,4497,4720,9217,9193,18,6,9217,787,843,908,857,725,724,806,833,642,573,419,302,252,216,169,161,2983,120,24,149,448,587,928,43,364,315,5,6855,3563,3386,2983,403,177,3292,3386,2983,403,5097,114,4112,475,920,2717,687,453,234,179,100,79,5,5097,114,4112,866,413,179,79,5,2435,2435,2368,67,65,2,2368,1244,1124,585,7,6,0,13,0,1,0,9,6,28,18,277,4,10,67,63,7,6,0,0,25,6,18,0,0,2,4,2,0,4,0,0,2
"SLC88","Census Tract SLC88, St Louis County, Missouri","140","29189SLC08800","29","189",765,2.61815547943115,765,292.19043941814,2.61815547943115,765,522,243,765,763,2,0,765,25,15,25,79,160,106,74,66,77,70,41,15,4,4,3,1,514,64,0,36,10,1,6,17,379,1,0,707,530,515,514,1,15,177,515,514,1,461,3,177,13,23,141,215,89,126,65,29,36,1,461,3,177,280,191,65,36,1,5,5,5,0,0,0,5,0,5,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
